"urn:cts:greekLit:tlg0012.tlg002:1.1","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_361","reference","analysis of choral leadership of Apollo and the Muses"
"urn:cts:greekLit:tlg0012.tlg002:1.1","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_425","reference","analysis of polutropos, Odysseus’ epithet, in the context of analyzing the multiplicity of ainos and comparison with Theognis 215-218 and Pindar F 43 SM"
"urn:cts:greekLit:tlg0012.tlg002:1.1-1.10","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_231","reference","parallelism between the prooemium and Teiresias’ instructions concerning nostos (O.11.100-118)"
"urn:cts:greekLit:tlg0012.tlg002:1.2","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_231","reference","analysis of the language of the prooemium in comparison with Herodotus (his appropriation of Homer)"
"urn:cts:greekLit:tlg0012.tlg002:1.3","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_231","quoted and translated","analysis of the language of the prooemium in comparison with Herodotus (his appropriation of Homer)"
"urn:cts:greekLit:tlg0012.tlg002:1.3","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","references","interpretation of sēma, noos, and the meaning of the line"
"urn:cts:greekLit:tlg0012.tlg002:1.3","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_236","translation","analysis of the analogous nature of Odysseus’ and Herodotus’ privileged position of knowledge deriving from their travelling through many cities"
"urn:cts:greekLit:tlg0012.tlg002:1.6-1.7","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_242","reference","note that O.01.033-034 should be understood in conjunction with this passage in the context of the analysis of the juridical distinction between being the cause of misfortunes and being legally responsible (aitios) for them"
"urn:cts:greekLit:tlg0012.tlg002:1.9","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_222","quoting part of the line","examples of transition from prooemium to narrative proper by way of repetition"
"urn:cts:greekLit:tlg0012.tlg002:1.13","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_222","quoting part of the line","examples of transition from prooemium to narrative proper by way of repetition"
"urn:cts:greekLit:tlg0012.tlg002:1.32-1.34","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_241","quoted and translated","analysis of the juridical distinction between being the cause of misfortunes and being legally responsible (aitios) for them"
"urn:cts:greekLit:tlg0012.tlg002:1.33-1.34","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_242","reference","note that this passage should be understood in conjunction with O.01.006-007 in the context of the analysis of the juridical distinction between being the cause of misfortunes and being legally responsible (aitios) for them"
"urn:cts:greekLit:tlg0012.tlg002:1.153","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_90","reference","analysis of kitharis, its accentuation follows a clearly Aeolic pattern in Homeric diction"
"urn:cts:greekLit:tlg0012.tlg002:1.155","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_360","reference","analysis of solo-performances that developed out of the prooimion of the kitharōidos with Phemios as an example"
"urn:cts:greekLit:tlg0012.tlg002:1.326","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_69","reference","analysis of application of the concept neo- ‘new’ to refer to the appropriateness of the myth to the situation in the here and now (in the context of giving illustrations of the concept of alētheia as a Panhellenic truth-value)"
"urn:cts:greekLit:tlg0012.tlg002:1.338","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_150","reference","example of kleos (or kleiō) denoting the act of praising in Homeric epic"
"urn:cts:greekLit:tlg0012.tlg002:1.347-1.348","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_238","reference","analysis of the theme of the Will of Zeus as the plot of the Iliad and reflections of it in the Odyssey"
"urn:cts:greekLit:tlg0012.tlg002:1.351-1.352","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_69","quoted and translated","analysis of application of the concept neo- ‘new’ to refer to the appropriateness of the myth to the situation in the here and now (in the context of giving illustrations of the concept of alētheia as a Panhellenic truth-value)"
"urn:cts:greekLit:tlg0012.tlg002:2.7","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:2.10","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:2.15","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:2.26","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:2.32","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:2.44","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:2.45","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_251","reference","analysis of agorā, dēmos, and piphauskesthai (etc. – the distinction between public and private business) in the context of the analysis of the litigation scene on Achilles’ shield"
"urn:cts:greekLit:tlg0012.tlg002:3.36","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_155","references","analysis of plural patronymic names of aristocratic lineages linking them to a cult of a given hero, here specifically regarding Peisistratos/Peisistratidai, and the presence of the name in the Homeric tradition"
"urn:cts:greekLit:tlg0012.tlg002:3.36","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_192","references","analysis of plural patronymic names of aristocratic lineages linking them to a cult of a given hero, here specifically regarding Peisistratos/Peisistratidai, and the presence of the name in the Homeric tradition"
"urn:cts:greekLit:tlg0012.tlg002:3.112","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_155","reference","analysis of plural patronymic names of aristocratic lineages linking them to a cult of a given hero, here specifically regarding Antilokhos, and the presence of the name in the Homeric tradition"
"urn:cts:greekLit:tlg0012.tlg002:3.262","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_138","reference","analysis of the meaning of aethlos, here as the martial efforts of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg002:3.267-3.271","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_392","reference","analysis of the two-sidedness of ainos (as both praise and blame) and therefore the poet as the watchdog of ritual and ethical correctness (here the poet whom Agamemnon leaves to watch over Clytemnestra as an example)"
"urn:cts:greekLit:tlg0012.tlg002:3.270-3.271","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_392","reference","analysis of the two-sidedness of ainos (as both praise and blame) and therefore the poet as the watchdog of ritual and ethical correctness (here the poet whom Agamemnon leaves to watch over Clytemnestra as an example)"
"urn:cts:greekLit:tlg0012.tlg002:4.17-4.19","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_352","reference","analysis of huporkhēma and lead dancers (exarkhontes) as distinguished from other dancers (and the singer/lyre player)"
"urn:cts:greekLit:tlg0012.tlg002:4.170","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_138","reference","discussion of the meaning of aethlos, here as the martial efforts of Odysseus in particular"
"urn:cts:greekLit:tlg0012.tlg002:4.186-4.188","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_208","reference","analysis of the connections between Antilokhos and Thrasyboulos in Pindar Pythian 6, and here, Antilokhos’ demise (and comparison with Diomedes as a stand-in for Antilokhos in driving Nestor’s chariot and saving him)"
"urn:cts:greekLit:tlg0012.tlg002:4.227","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_346","reference","analysis of Helen and the Leukippides and their associations with dawn, and here, on Helen as Dios thugatēr"
"urn:cts:greekLit:tlg0012.tlg002:4.227-4.230","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_420","reference","analysis of Herodotus’ argument that the poet of the Cypria is not Homer based on the sidetracking of Paris and Helen on their way to Troy"
"urn:cts:greekLit:tlg0012.tlg002:4.251-4.252","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_420","reference","analysis of Herodotus’ argument that the poet of the Cypria is not Homer based on the sidetracking of Paris and Helen on their way to Troy"
"urn:cts:greekLit:tlg0012.tlg002:4.261","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_242","reference","analysis of (the divergences in the use of) atē in the Iliad and the Odyssey"
"urn:cts:greekLit:tlg0012.tlg002:5.274","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of sēma and noos (having to know the noos of the encoder to decode his sēma) and coming to know one’s own noos through that of others"
"urn:cts:greekLit:tlg0012.tlg002:5.432-5.433","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_425","reference","analysis of polutropos, Odysseus’ epithet, and his comparison to an octopus, in the context of analyzing the multiplicity of ainos and comparison with Theognis 215-218 and Pindar F 43 SM"
"urn:cts:greekLit:tlg0012.tlg002:5.493","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_139","transliterating part of the line (dus-ponos kamatos)","analysis of ponos and kamatos as designating the life-and-death struggles of a hero"
"urn:cts:greekLit:tlg0012.tlg002:7.215-7.221","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_190","reference","analysis of gastēr as a foil and symbol for the dependence of the poet on the patronage of a localized audience"
"urn:cts:greekLit:tlg0012.tlg002:8.76","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_221","quoting and translating part of the line","analysis of the parallels between the prooimion in Herodotus and Homer (here, use of relative clauses as indirect questions)"
"urn:cts:greekLit:tlg0012.tlg002:8.256-8.265","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_352","reference","analysis of huporkhēma and lead dancers (exarkhontes) as distinguished from other dancers (and the singer/lyre player)"
"urn:cts:greekLit:tlg0012.tlg002:8.256-8.265","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_353","reference","analysis of the distinction between different patterns of accompaniment, song responding to lyre and dance responding to song"
"urn:cts:greekLit:tlg0012.tlg002:8.266","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_360","reference","analysis of solo-performances that developed out of the prooimion of the kitharōidos with Demodokos as an example"
"urn:cts:greekLit:tlg0012.tlg002:8.267","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_360","reference","analysis of solo-performances that developed out of the prooimion of the kitharōidos with Demodokos as an example"
"urn:cts:greekLit:tlg0012.tlg002:8.489","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_145","reference","analysis of the meaning of kosmos, and here, example of it being the beautiful ‘arrangement’ of song"
"urn:cts:greekLit:tlg0012.tlg002:8.499","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_360","reference","analysis of solo-performances that developed out of the prooimion of the kitharōidos with Demodokos as an example"
"urn:cts:greekLit:tlg0012.tlg002:8.579-8.580","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_238","reference","analysis of the theme of the Will of Zeus as the plot of the Iliad and reflections of it in the Odyssey, here in particular the idea of the plot (and motivation) of a poem deriving from the gods’/Zeus’ will"
"urn:cts:greekLit:tlg0012.tlg002:9.3-9.11","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_198","reference","analysis of the evolution of poetic performance from the occasionality of the ainos to the universalism of the epic of Homeric poetry, and the idealized vision of compensation in a deed’s requiting in song, which in turn is requited by way of a kharis"
"urn:cts:greekLit:tlg0012.tlg002:9.5","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_198","quoted and translated","analysis of the evolution of poetic performance from the occasionality of the ainos to the universalism of the epic of Homeric poetry, and the idealized vision of compensation in a deed’s requiting in song, which in turn is requited by way of a kharis"
"urn:cts:greekLit:tlg0012.tlg002:9.6","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_198","reference","analysis of the evolution of poetic performance from the occasionality of the ainos to the universalism of the epic of Homeric poetry, and the idealized vision of compensation in a deed’s requiting in song, which in turn is requited by way of a kharis"
"urn:cts:greekLit:tlg0012.tlg002:11.75-11.78","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation) and Elpenor’s burial (sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:11.99","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_163","reference","analysis of mantis and prophētēs, here, this passage as an example of their undifferentiation, as opposed to later differentiation in function"
"urn:cts:greekLit:tlg0012.tlg002:11.100-11.118","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_231","reference","parallelism between the prooemium of the Odyssey and Teiresias’ instructions concerning nostos"
"urn:cts:greekLit:tlg0012.tlg002:11.119-11.120","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_231","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation and sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:11.121-11.137","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation and sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:11.126","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation and sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:11.129","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation and sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:11.137","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_246","reference","reference to N 1981.116n22 on the implications of olbios in this verse"
"urn:cts:greekLit:tlg0012.tlg002:11.300","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_458","quoted and translated","as an example in the context of discussing the non-attestation of hexameter in Stesichorus"
"urn:cts:greekLit:tlg0012.tlg002:11.558-11.560","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_238","reference","analysis of the theme of the Will of Zeus as the plot of the Iliad and reflections of it in the Odyssey, here in particular the question of who is aitios (Zeus, in the case of Ajax’s tragic misfortune)"
"urn:cts:greekLit:tlg0012.tlg002:11.622","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_138","references","discussion of the meaning of aethlos, here as life-and-death struggle"
"urn:cts:greekLit:tlg0012.tlg002:11.624","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_138","references","discussion of the meaning of aethlos, here as life-and-death struggle"
"urn:cts:greekLit:tlg0012.tlg002:12.13-12.15","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation) and Elpenor’s burial (sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:12.184","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_237","reference","analysis of Odysseus’ ability with ainoi and his epithet poluainos"
"urn:cts:greekLit:tlg0012.tlg002:14.124-14.125","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_190","reference","analysis of gastēr as a foil and symbol for the dependence of the poet on the patronage of a localized audience"
"urn:cts:greekLit:tlg0012.tlg002:14.462-14.506","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_236","reference","analysis of Odysseus’ ability with ainoi, here specifically the one he tells Eumaios"
"urn:cts:greekLit:tlg0012.tlg002:14.508","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_197","reference","analysis of ainos and epic’s referring to it without identifying itself with it"
"urn:cts:greekLit:tlg0012.tlg002:14.508","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_237","reference","analysis of Odysseus’ ability with ainoi, here specifically the one he tells Eumaios"
"urn:cts:greekLit:tlg0012.tlg002:15.526","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_463","reference","tachus aggelos as an example of the hexameter accommodating phraseology corresponding to findings in the glyc@2da"
"urn:cts:greekLit:tlg0012.tlg002:17.262","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_360","reference","analysis of solo-performances that developed out of the prooimion of the kitharōidos with Phemios as an example"
"urn:cts:greekLit:tlg0012.tlg002:17.381-17.385","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_56","reference","analysis of the aoidos as dēmiourgos and the connection with Panhellenic synthesis of the Homeric traditions"
"urn:cts:greekLit:tlg0012.tlg002:18.19","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_248","reference","analysis of olbos and here, references to it in the context of the struggle of the righteous Odysseus against the unrighteous suitors in the Odyssey"
"urn:cts:greekLit:tlg0012.tlg002:19.109-19.114","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_248","reference","analysis of olbos and here, the image of material security as prevailing under a righteous king"
"urn:cts:greekLit:tlg0012.tlg002:21.26","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_250","quoted and translated","analysis of the semantics of history and its connections with idein and eidenai, and here, epi-histōr as to be derived from ep-idein"
"urn:cts:greekLit:tlg0012.tlg002:22.376","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_86","reference","analysis of the programmatic use of terpein in poetry to describe the effects of poetry, and here, in Phemios’ patronymic Terpiadēs"
"urn:cts:greekLit:tlg0012.tlg002:23.265-23.284","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation and sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:23.267-23.268","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_231","quoted and translated","analysis of the analogous nature of Odysseus’ and Herodotus’ privileged position of knowledge deriving from their travelling through many cities"
"urn:cts:greekLit:tlg0012.tlg002:23.267-23.268","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_236","translation","analysis of the analogous nature of Odysseus’ and Herodotus’ privileged position of knowledge deriving from their travelling through many cities"
"urn:cts:greekLit:tlg0012.tlg002:23.273","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_232","reference","analysis of the quest Teiresias formulates for Odysseus (different levels of interpretation and sēma, noos, ainos)"
"urn:cts:greekLit:tlg0012.tlg002:24.16","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_211","reference","analysis of Antilokhos’ status as Achilles’ therapōn and parallelism with Patroklos"
"urn:cts:greekLit:tlg0012.tlg002:24.58-24.61","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_36","references","examples of epic’s imitating song, and analysis of the distinction between thrēnos and goos"
"urn:cts:greekLit:tlg0012.tlg002:24.77-24.79","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_54","reference","example of cross references in epic, here the description of Achilles’ funeral in this passage making references to Patroklos and Antilokhos in a way that indicates the Odyssey’s following the Iliad tradition rather than the Aithiopis tradition"
"urn:cts:greekLit:tlg0012.tlg002:24.80-24.84","urn:cts:ahcip:GregoryNagy.PindarsHomer:s_330","reference","association of the Hellespont with Achilles, whose tomb is located there, in the context of analyzing the scattering of the Persian fleet by the Hellēspontiēs in Herodotus 1.188.2"
